id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
1869,True,160,Lille,LIL,161,Paris Saint Germain,PSG,0,1,0.914879,1.33457,2015-08-07 22:30:00,0.2029,0.3199,0.4772
1870,True,162,SC Bastia,BAS,163,Rennes,REN,2,1,0.460955,0.79874,2015-08-08 23:00:00,0.1671,0.376,0.4569
1871,True,164,Marseille,MAR,165,Caen,CAE,0,1,2.17995,0.945659,2015-08-08 23:00:00,0.6963,0.1978,0.1059
1872,True,166,Montpellier,MPL,167,Angers,ANG,0,2,0.706047,1.54499,2015-08-08 23:00:00,0.1565,0.2489,0.5946
1873,True,168,Nantes,NAN,169,Guingamp,GUI,1,0,0.27314,0.406765,2015-08-08 23:00:00,0.165,0.5651,0.2699
1874,True,170,Nice,NIC,171,Monaco,MON,1,2,0.459874,2.81413,2015-08-08 23:00:00,0.0105,0.0542,0.9353
1875,True,172,Troyes,TRO,173,GFC Ajaccio,AJA,0,0,0.394458,1.05977,2015-08-08 23:00:00,0.094,0.2943,0.6117
1876,True,174,Toulouse,TOU,175,Saint-Etienne,SEN,2,1,0.483519,0.928139,2015-08-09 19:00:00,0.1721,0.3619,0.466
1877,True,176,Bordeaux,BOR,177,Reims,REI,1,2,1.10655,1.59495,2015-08-09 19:00:00,0.182,0.3285,0.4895
1878,True,178,Lyon,LYO,179,Lorient,LOR,0,0,1.07521,0.766583,2015-08-09 23:00:00,0.415,0.3375,0.2475
1879,True,171,Monaco,MON,160,Lille,LIL,0,0,1.26252,1.12948,2015-08-14 22:30:00,0.3877,0.311,0.3013
1880,True,175,Saint-Etienne,SEN,176,Bordeaux,BOR,1,1,0.468482,1.47305,2015-08-15 19:00:00,0.0965,0.2488,0.6547
1881,True,172,Troyes,TRO,170,Nice,NIC,3,3,1.26651,2.23276,2015-08-15 22:00:00,0.1463,0.2251,0.6286
1882,True,163,Rennes,REN,166,Montpellier,MPL,1,0,0.718904,0.161006,2015-08-15 22:00:00,0.4803,0.4517,0.068
1883,True,167,Angers,ANG,168,Nantes,NAN,0,0,0.391752,0.166221,2015-08-15 22:00:00,0.2796,0.6076,0.1128
1884,True,165,Caen,CAE,174,Toulouse,TOU,1,0,1.53584,1.12809,2015-08-15 22:00:00,0.4911,0.2599,0.249
1885,True,169,Guingamp,GUI,178,Lyon,LYO,0,1,1.0359,0.738048,2015-08-15 22:00:00,0.4186,0.3421,0.2393
